Field1_text,Field1_links,Textbox_value,Text,Text1,Text2,Text3,Text4,Text5,Text6,Text7,Text8,Text9,Text10
合租·瞰都国际5居室-西北卧,https://www.ziroom.com/x/733746979.html,2600,6㎡,朝西北,5室1厅,15/27,有,瞰都国际,2005,塔楼,中央供暖,33%,2.66
合租·沁园4居室-西卧,https://www.ziroom.com/x/719208813.html,2400,9.21㎡,朝西,4室1厅,10/12,有,沁园,2013,板楼,集体供暖,40%,4.1
合租·北苑家园紫绶园3居室-北卧,https://www.ziroom.com/x/727623466.html,2600,9.7㎡,朝北,3室1厅,25/25,有,北苑家园紫绶园,2001,塔楼,集体供暖,40%,2
合租·东领鉴筑3居室-东卧,https://www.ziroom.com/x/779664063.html,2400,8.87㎡,朝东,3室1厅,2/12,有,东领鉴筑,2005,塔板结合,集体供暖,30%,0.3
合租·汇鸿家园3居室-北卧,https://www.ziroom.com/x/713467092.html,2400,9.8㎡,朝北,3室1厅,2/18,有,汇鸿家园,2008,塔板结合,集体供暖,30%,2.2
合租·海华堂3居室-南卧,https://www.ziroom.com/x/721320988.html,2900,8.9㎡,朝南,3室1厅,29/33,有,海华堂,2011,塔楼,集体供暖,35%,2.72
合租·北苑家园清友园3居室-东南卧,https://www.ziroom.com/x/795589329.html,3100,9.8㎡,朝东南,3室1厅,4/25,有,北苑家园清友园,2001,塔楼,集体供暖,40%,2
合租·劲松六区3居室-西卧,https://www.ziroom.com/x/785572721.html,2600,9.3㎡,朝西,3室1厅,6/6,无,劲松六区,1990,板楼,集体供暖,30%,0.2
合租·东一时区3居室-南卧,https://www.ziroom.com/x/715889667.html,2900,15.9㎡,朝南,3室1厅,1/10,有,东一时区,2006,板楼,集体供暖,32%,5.55
合租·国美第一城2号院4居室-西卧,https://www.ziroom.com/x/712926511.html,3300,13.4㎡,朝西,4室1厅,6/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·甘露园南里3居室-西南卧,https://www.ziroom.com/x/712797986.html,2400,8.3㎡,朝西南,3室1厅,8/16,有,甘露园南里,2000,塔楼,集体供暖,35%,0.4
合租·潘家园南里3居室-南卧,https://www.ziroom.com/x/713347103.html,2900,13.3㎡,朝南,3室1厅,3/18,有,潘家园南里,1998,塔楼,集体供暖,35%,3
合租·将府锦苑3居室-东南卧,https://www.ziroom.com/x/757339901.html,2900,11.9㎡,朝东南,3室1厅,24/28,有,将府锦苑,2018,板楼,壁挂炉,45%,0.029
合租·劲松南路3居室-西卧,https://www.ziroom.com/x/617031751.html,2400,7.05㎡,朝西,3室1厅,3/18,有,劲松南路,1999,塔楼,集体供暖,30%,0.2
合租·慈云寺3居室-北卧,https://www.ziroom.com/x/741055444.html,2600,9㎡,朝北,3室1厅,14/14,有,慈云寺,1992,板楼,集体供暖,30%,1.25
合租·康营家园B区3居室-北卧,https://www.ziroom.com/x/783749703.html,2400,11.2㎡,朝北,3室1厅,1/6,无,康营家园B区,2012,板楼,壁挂炉,35%,0.5
合租·金隅景和园3居室-北卧,https://www.ziroom.com/x/742153969.html,2600,15.1㎡,朝北,3室1厅,17/21,有,金隅景和园,2011,板楼,集体供暖,35%,2.51
合租·将府锦苑3居室-南卧,https://www.ziroom.com/x/755908278.html,2400,7.5㎡,朝南,3室1厅,26/28,有,将府锦苑,2018,板楼,独立供暖,45%,0.029
合租·国美第一城2号院3居室-西南卧,https://www.ziroom.com/x/749577088.html,3100,10.2㎡,朝西南,3室1厅,7/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·国美第一城2号院4居室-东南卧,https://www.ziroom.com/x/746520133.html,2600,7.2㎡,朝东南,4室1厅,11/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·劲松八区3居室-东卧,https://www.ziroom.com/x/765428343.html,3300,14.3㎡,朝东,3室1厅,2/6,无,劲松八区,1990,板楼,集体供暖,30%,0.2
合租·鸿博家园F区二期3居室-南卧,https://www.ziroom.com/x/762035186.html,2400,8.98㎡,朝南,3室1厅,19/28,有,鸿博家园F区二期,2016,板楼,独立供暖,30%,2.0
合租·南湖渠西里3居室-北卧,https://www.ziroom.com/x/721887177.html,2900,8.2㎡,朝北,3室1厅,5/5,无,南湖渠西里,1993,板楼,集体供暖,30%,1.2
合租·京铁新苑3居室-南卧,https://www.ziroom.com/x/750027750.html,2400,10.8㎡,朝南,3室1厅,3/12,有,京铁新苑,2018,塔楼,集体供暖,15%,3.2
合租·首开畅颐园3居室-北卧,https://www.ziroom.com/x/792692230.html,2600,11.82㎡,朝北,3室1厅,26/29,有,首开畅颐园,2014,塔板结合,集体供暖,,
合租·国美第一城2号院3居室-南卧,https://www.ziroom.com/x/719550253.html,2400,8㎡,朝南,3室1厅,14/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·梧桐人家3居室-西卧,https://www.ziroom.com/x/721587835.html,2900,13.5㎡,朝西,3室1厅,21/22,有,梧桐人家,1999,塔楼,集体供暖,30%,2.1
合租·国美第一城2号院4居室-东卧,https://www.ziroom.com/x/807932841.html,2700,9.7㎡,朝东,4室1厅,15/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·朝阳园3居室-东卧,https://www.ziroom.com/x/796397339.html,3100,6.7㎡,朝东,3室1厅,9/29,有,朝阳园,2000,塔楼,集体供暖,35%,2.1
合租·华阳公寓4居室-北卧,https://www.ziroom.com/x/613927093.html,2900,12㎡,朝北,4室1厅,9/19,有,华阳公寓,1998,塔楼,集体供暖,30%,1.5
合租·南十里居3居室-南卧,https://www.ziroom.com/x/654940682.html,3300,11.3㎡,朝南,3室1厅,4/6,无,南十里居,1996,板楼,壁挂炉,25%,2
合租·东柳西里3居室-南卧,https://www.ziroom.com/x/808151556.html,2400,约12㎡,朝南,3室1厅,3/5,无,东柳西里,1992,板楼,集体供暖,30%,3.0
合租·弘善家园3居室-北卧,https://www.ziroom.com/x/792214408.html,2700,8㎡,朝北,3室1厅,12/28,有,弘善家园,2012,塔楼,独立供暖,20%,4.4
合租·翠成馨园A区4居室-北卧,https://www.ziroom.com/x/743057039.html,2400,约11.7㎡,朝北,4室1厅,5/6,无,翠成馨园A区,2008,板楼,集体供暖,30%,2.5
合租·石门新居35号院4居室-西卧,https://www.ziroom.com/x/785194421.html,2900,10.8㎡,朝西,4室1厅,1/28,有,石门新居35号院,2020,塔楼,壁挂炉,30%,2
合租·翠成馨园C区3居室-南卧,https://www.ziroom.com/x/737712242.html,2700,15.4㎡,朝南,3室1厅,5/11,有,翠成馨园C区,2009,塔板结合,集体供暖,30%,2.5
合租·六里屯东里3居室-北卧,https://www.ziroom.com/x/761780658.html,3100,9㎡,朝北,3室1厅,5/6,无,六里屯东里,1989,板楼,集体供暖,30%,3.5
合租·美然动力A3区4居室-北卧,https://www.ziroom.com/x/642703504.html,2400,约10㎡,朝北,4室1厅,1/6,无,美然动力A3区,2002,板楼,集体供暖,30%,0.2
合租·建业苑(松榆北路7号院)3居室-南卧,https://www.ziroom.com/x/750062864.html,2900,11.4㎡,朝南,3室1厅,1/7,无,建业苑(松榆北路7号院),1990,板楼,集体供暖,40%,2
合租·保利嘉园一号院3居室-南卧,https://www.ziroom.com/x/793226215.html,2700,12.6㎡,朝南,3室1厅,21/24,有,保利嘉园一号院,2010,塔楼,独立供暖,35%,2.47
合租·京通苑4居室-北卧,https://www.ziroom.com/x/643962715.html,2400,约17㎡,朝北,4室1厅,10/18,有,京通苑,2003,塔楼,集体供暖,33%,3.4
合租·壹线国际3居室-北卧,https://www.ziroom.com/x/744663747.html,2900,10.9㎡,朝北,3室1厅,6/9,有,壹线国际,2008,板楼,集体供暖,31%,0.1
合租·富东嘉园3居室-西卧,https://www.ziroom.com/x/787841163.html,2400,约13.6㎡,朝西,3室1厅,5/6,无,富东嘉园,2007,塔板结合,壁挂炉,31%,0.2
合租·天泰北双苑4居室-南卧,https://www.ziroom.com/x/711535822.html,2700,14.3㎡,朝南,4室1厅,6/7,无,天泰北双苑,2004,板楼,独立供暖,35%,0.2
合租·北京新天地五期4居室-南卧,https://www.ziroom.com/x/749388035.html,2900,10.54㎡,朝南,4室1厅,10/27,有,北京新天地五期,2010,塔板结合,集体供暖,35%,3.11
合租·安外北苑2号院5居室-南卧,https://www.ziroom.com/x/788544995.html,2900,9.1㎡,朝南,5室1厅,1/6,无,安外北苑2号院,2004,板楼,集体供暖,30%,0.2
合租·苹果社区南区4居室-西卧,https://www.ziroom.com/x/591056300.html,3100,9.3㎡,朝西,4室1厅,1/27,有,苹果社区南区,2005,塔板结合,集体供暖,38%,3.5
合租·劲松三区2居室-北卧,https://www.ziroom.com/x/752328687.html,2900,10.6㎡,朝北,2室1厅,3/6,无,劲松三区,1980,板楼,集体供暖,30%,0.2
合租·南湖东园二区3居室-南卧,https://www.ziroom.com/x/775095751.html,2900,7.35㎡,朝南,3室1厅,8/20,有,南湖东园二区,1999,塔楼,集体供暖,30%,2.8
合租·水碓子东里3居室-北卧,https://www.ziroom.com/x/725507411.html,2900,8.5㎡,朝北,3室1厅,3/6,无,水碓子东里,1986,板楼,集体供暖,28%,1.5
合租·黄金苑3居室-东卧,https://www.ziroom.com/x/780394473.html,2700,9.81㎡,朝东,3室1厅,1/6,无,黄金苑,1999,板楼,集体供暖,39%,2.1
合租·建东苑3居室-南卧,https://www.ziroom.com/x/783156257.html,2700,10.9㎡,朝南,3室1厅,3/6,无,建东苑,2001,板楼,壁挂炉,30%,3.2
合租·东润枫景三期3居室-东卧,https://www.ziroom.com/x/718798794.html,2900,12㎡,朝东,3室1厅,13/17,有,东润枫景三期,2003,塔楼,集体供暖,33%,2.8
合租·北苑家园茉藜园4居室-东南卧,https://www.ziroom.com/x/736922177.html,2900,11㎡,朝东南,4室1厅,20/25,有,北苑家园茉藜园,2005,塔楼,集体供暖,50%,2
合租·华严北里小区3居室-东卧,https://www.ziroom.com/x/775277917.html,3100,6.7㎡,朝东,3室1厅,14/18,有,华严北里小区,1995,塔楼,集体供暖,30%,2
合租·梵谷水郡4居室-北卧,https://www.ziroom.com/x/723380492.html,2600,8.2㎡,朝北,4室1厅,6/22,有,梵谷水郡,2008,塔楼,集体供暖,33%,2.6
合租·康营家园十五区3居室-南卧,https://www.ziroom.com/x/723842212.html,2700,12.61㎡,朝南,3室1厅,3/11,有,康营家园十五区,2012,塔板结合,壁挂炉,35%,0.5
合租·甘露家园3居室-北卧,https://www.ziroom.com/x/774240114.html,2900,10.82㎡,朝北,3室1厅,2/6,无,甘露家园,1997,板楼,集体供暖,30%,2.8
合租·通惠家园4居室-西南卧,https://www.ziroom.com/x/723173591.html,2700,8.73㎡,朝西南,4室1厅,6/29,有,通惠家园,2001,塔楼,集体供暖,31%,0.2
合租·鸿博家园F区二期3居室-南卧,https://www.ziroom.com/x/751521841.html,2600,11.6㎡,朝南,3室1厅,2/28,有,鸿博家园F区二期,2016,板楼,独立供暖,30%,2.0
合租·城市广场4居室-南卧,https://www.ziroom.com/x/651347494.html,2900,10.4㎡,朝南,4室1厅,16/26,有,城市广场,1996,塔楼,集体供暖,33%,0.3
合租·华腾园4居室-西卧,https://www.ziroom.com/x/785728018.html,2700,8.6㎡,朝西,4室1厅,21/28,有,华腾园,2003,塔楼,集体供暖,40%,2.1
合租·安贞里3居室-北卧,https://www.ziroom.com/x/744269054.html,3100,8.6㎡,朝北,3室1厅,6/6,无,安贞里,1990,板楼,集体供暖,21%,2.6
合租·北京像素北区3居室-东北卧,https://www.ziroom.com/x/782768257.html,2600,10.8㎡,朝东北,3室1厅,13/17,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·酒仙桥十街坊2居室-北卧,https://www.ziroom.com/x/786733908.html,3300,9.7㎡,朝北,2室1厅,5/6,无,酒仙桥十街坊,2000,板楼,集体供暖,41%,1.8
合租·红庙北里3居室-北卧,https://www.ziroom.com/x/777010531.html,2900,8.6㎡,朝北,3室1厅,6/6,无,红庙北里,1990,板楼,集体供暖,30%,2.5
合租·北辰福第二号院3居室-东卧,https://www.ziroom.com/x/737351984.html,2600,13.3㎡,朝东,3室1厅,1/22,有,北辰福第二号院,2008,塔板结合,独立供暖,35%,2.8
合租·美然动力A1区4居室-北卧,https://www.ziroom.com/x/776726030.html,2700,10.6㎡,朝北,4室1厅,7/14,有,美然动力A1区,2004,板楼,集体供暖,30%,0.2
合租·甘露晴苑3居室-西卧,https://www.ziroom.com/x/710921230.html,2900,9.5㎡,朝西,3室1厅,4/22,有,甘露晴苑,2003,塔楼,集体供暖,33%,0.2
合租·中海城香克林3居室-东卧,https://www.ziroom.com/x/719615728.html,2600,10.9㎡,朝东,3室1厅,10/20,有,中海城香克林,2012,塔板结合,集体供暖,30%,0.2
合租·北京新天地四期3居室-北卧,https://www.ziroom.com/x/789540700.html,2700,11.7㎡,朝北,3室1厅,14/28,有,北京新天地四期,2010,塔板结合,集体供暖,30%,3.11
合租·静安里2居室-西南卧,https://www.ziroom.com/x/687827724.html,3100,8.1㎡,朝西南,2室1厅,3/6,无,静安里,1989,板楼,集体供暖,30%,2
合租·弘善家园3居室-南卧,https://www.ziroom.com/x/786572791.html,2600,8.2㎡,朝南,3室1厅,26/28,有,弘善家园,2012,塔楼,独立供暖,20%,4.4
合租·团结湖中路南三条3居室-北卧,https://www.ziroom.com/x/785831129.html,2900,9㎡,朝北,3室1厅,5/6,无,团结湖中路南三条,1983,板楼,集体供暖,30%,0.18
合租·京铁新苑3居室-南卧,https://www.ziroom.com/x/755190284.html,2700,11.95㎡,朝南,3室1厅,12/12,有,京铁新苑,2018,板楼,集体供暖,15%,3.2
合租·兴隆家园4居室-西卧,https://www.ziroom.com/x/716731627.html,2600,11.69㎡,朝西,4室1厅,19/23,有,兴隆家园,2002,塔板结合,集体供暖,35%,2.8
合租·北沙滩6号院3居室-北卧,https://www.ziroom.com/x/748929225.html,2900,8.58㎡,朝北,3室1厅,7/7,无,北沙滩6号院,1992,板楼,集体供暖,30%,1.6
合租·管庄西里3居室-东卧,https://www.ziroom.com/x/629595945.html,2400,10㎡,朝东,3室1厅,16/24,有,管庄西里,1976,塔楼,集体供暖,30%,3.2
合租·朝阳新城六区4居室-南卧,https://www.ziroom.com/x/772488294.html,2700,20.1㎡,朝南,4室1厅,12/15,有,朝阳新城六区,2012,板楼,集体供暖,30%,1.8
合租·星源国际4居室-北卧,https://www.ziroom.com/x/724939476.html,3300,8.5㎡,朝北,4室1厅,2/30,有,星源国际,2004,塔板结合,集体供暖,30%,3
合租·南湖渠西里3居室-北卧,https://www.ziroom.com/x/721886983.html,3100,10.8㎡,朝北,3室1厅,5/5,无,南湖渠西里,1993,板楼,集体供暖,30%,1.2
合租·北京像素北区2居室-北卧,https://www.ziroom.com/x/648101262.html,2400,约9㎡,朝北,2室1厅,2/13,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·双井东院3居室-北卧,https://www.ziroom.com/x/712613104.html,2700,7.75㎡,朝北,3室1厅,7/14,有,双井东院,1982,塔板结合,集体供暖,30%,2.5
合租·枣营北里2居室-东卧,https://www.ziroom.com/x/718029487.html,2900,6.5㎡,朝东,2室1厅,10/18,有,枣营北里,1989,塔楼,集体供暖,10%,0.2
合租·泰福苑D1区3居室-北卧,https://www.ziroom.com/x/746221373.html,2400,约11.5㎡,朝北,3室1厅,9/27,有,泰福苑D1区,2017,塔板结合,壁挂炉,30%,4.9
合租·芍药居北里3居室-东北卧,https://www.ziroom.com/x/736946621.html,2900,8㎡,朝东北,3室1厅,2/7,无,芍药居北里,2008,板楼,集体供暖,30%,2.29
合租·北苑家园绣菊园南区4居室-东卧,https://www.ziroom.com/x/597244212.html,2700,9.4㎡,朝东,4室1厅,16/25,有,北苑家园绣菊园南区,2005,塔楼,集体供暖,30%,2
合租·世华泊郡3居室-南卧,https://www.ziroom.com/x/712201824.html,2700,9.6㎡,朝南,3室1厅,24/27,有,世华泊郡,2016,板楼,集体供暖,32%,2.8
合租·柏林爱乐二期4居室-西卧,https://www.ziroom.com/x/672796952.html,2600,9.2㎡,朝西,4室1厅,11/22,有,柏林爱乐二期,2005,塔楼,集体供暖,35%,3.2
合租·松榆西里3居室-南卧,https://www.ziroom.com/x/746942471.html,3300,15.7㎡,朝南,3室1厅,1/6,无,松榆西里,1985,板楼,集体供暖,35%,2.1
合租·南十里居10号院2居室-北卧,https://www.ziroom.com/x/791391169.html,2900,9.7㎡,朝北,2室1厅,1/4,无,南十里居10号院,2000,板楼,集体供暖,30%,1.8
合租·保利嘉园一号院3居室-西卧,https://www.ziroom.com/x/793376953.html,2400,约9.9㎡,朝西,3室1厅,6/29,有,保利嘉园一号院,2010,塔楼,壁挂炉,35%,2.47
合租·世纪东方城3居室-南卧,https://www.ziroom.com/x/617186286.html,3100,11.8㎡,朝南,3室1厅,5/21,有,世纪东方城,2006,塔板结合,集体供暖,34%,1.9
合租·农光东里3居室-东卧,https://www.ziroom.com/x/807374955.html,2700,7.7㎡,朝东,3室1厅,15/18,有,农光东里,1998,塔楼,集体供暖,30%,0.2
合租·世安家园3居室-北卧,https://www.ziroom.com/x/716322093.html,2900,8.2㎡,朝北,3室1厅,11/24,有,世安家园,1999,塔楼,集体供暖,30%,0.35
合租·甘露园南里4居室-北卧,https://www.ziroom.com/x/722391383.html,2600,8.5㎡,朝北,4室1厅,8/22,有,甘露园南里,2000,塔板结合,集体供暖,35%,0.4
合租·福怡苑3居室-北卧,https://www.ziroom.com/x/776458116.html,2400,约11.9㎡,朝北,3室1厅,2/7,无,福怡苑,2003,板楼,独立供暖,30%,0.3
合租·延静里中街2居室-北卧,https://www.ziroom.com/x/619998823.html,2900,8.7㎡,朝北,2室1厅,5/5,无,延静里中街,1991,板楼,集体供暖,25%,2.5
合租·北苑家园茉藜园3居室-北卧,https://www.ziroom.com/x/724405297.html,2600,8.5㎡,朝北,3室1厅,2/26,有,北苑家园茉藜园,2005,塔楼,集体供暖,50%,2
合租·双花园南里3居室-西卧,https://www.ziroom.com/x/783176336.html,2700,8.34㎡,朝西,3室1厅,1/7,无,双花园南里,1987,板楼,集体供暖,30%,2.4
合租·三源里街3居室-西北卧,https://www.ziroom.com/x/652128145.html,2900,6.16㎡,朝西北,3室1厅,8/12,有,三源里街,1986,板楼,集体供暖,45%,0.3
合租·京铁新苑3居室-南卧,https://www.ziroom.com/x/749464956.html,2400,约10.1㎡,朝南,3室1厅,7/8,有,京铁新苑,2018,板楼,集体供暖,15%,3.2
合租·金隅康惠园3号院3居室-南卧,https://www.ziroom.com/x/714727801.html,2700,11.5㎡,朝南,3室1厅,12/20,有,金隅康惠园3号院,2011,塔板结合,集体供暖,30%,2.5
合租·宝星园一区5居室-南卧,https://www.ziroom.com/x/660701348.html,3300,8.5㎡,朝南,5室1厅,2/24,有,宝星园一区,2003,塔楼,独立供暖,40%,2.7
合租·定福庄西街3居室-南卧,https://www.ziroom.com/x/732773875.html,2700,11.1㎡,朝南,3室1厅,3/6,无,定福庄西街,2000,板楼,集体供暖,33%,2.83
合租·管庄西里2居室-南卧,https://www.ziroom.com/x/807300804.html,2600,9.4㎡,朝南,2室1厅,2/6,无,管庄西里,1976,板楼,集体供暖,30%,3.2
合租·通惠家园3居室-北卧,https://www.ziroom.com/x/765001931.html,3100,10.5㎡,朝北,3室1厅,4/7,无,通惠家园,2001,板楼,集体供暖,31%,0.2
合租·华威西里3居室-东卧,https://www.ziroom.com/x/735526541.html,2600,8.2㎡,朝东,3室1厅,6/22,有,华威西里,1982,塔楼,集体供暖,37%,5.13
合租·金隅康惠园3号院4居室-西卧,https://www.ziroom.com/x/518612691.html,2700,11.7㎡,朝西,4室1厅,13/22,有,金隅康惠园3号院,2011,板楼,集体供暖,30%,2.5
合租·林奥嘉园3居室-西卧,https://www.ziroom.com/x/756365924.html,3300,11.1㎡,朝西,3室1厅,13/24,有,林奥嘉园,2014,塔板结合,集体供暖,30%,5.7
合租·兴隆家园3居室-西卧,https://www.ziroom.com/x/619283974.html,2700,12㎡,朝西,3室1厅,16/24,有,兴隆家园,2002,塔楼,集体供暖,35%,2.8
合租·城市广场3居室-北卧,https://www.ziroom.com/x/745542082.html,2600,7.4㎡,朝北,3室1厅,21/26,有,城市广场,1996,塔楼,集体供暖,33%,0.3
合租·松榆西里5居室-北卧,https://www.ziroom.com/x/736654263.html,2700,12.8㎡,朝北,5室1厅,6/6,无,松榆西里,1985,板楼,集体供暖,35%,2.1
合租·澳林春天五期4居室-西卧,https://www.ziroom.com/x/723067958.html,3100,7.3㎡,朝西,4室1厅,7/24,有,澳林春天五期,2005,塔楼,集体供暖,30%,1.7
合租·惠新西里一区2居室-北卧,https://www.ziroom.com/x/793656216.html,3300,8.8㎡,朝北,2室1厅,5/6,无,惠新西里一区,1995,板楼,集体供暖,30%,1.9
